ConsumptionID,AccountNum,NoOfUnits,SmartMeterPerc,entrant,Date
1545,5113,572.78,0,0,07/02/2016
1546,7202,840.06,0,0,07/02/2016
1547,1173,765.99,0,0,07/02/2016
1548,13597,627.91,0.1,0,07/02/2016
1549,4047,884.14,0.1,0,07/02/2016
1550,6594,776.99,0.1,0,07/02/2016
1551,1186,567.36,0,0,07/02/2016
1552,4279,870.71,0,0,07/02/2016
1553,4151,1177.7,0,0,07/02/2016
1554,14848,950.5,0.3,0,07/02/2016
1555,4697,817.61,0,0,07/02/2016
1556,5887,658.86,0,0,07/02/2016
1557,3207,764.33,0.002,0,07/02/2016
1558,12310,1005.38,0.5,0,07/02/2016
1559,8397,968.28,0,0,07/02/2016
1560,6306,800.96,0,0,07/02/2016
1561,8002,564.17,0.15,0,07/02/2016
1562,12382,752.39,0.4,0,07/02/2016
1563,7844,771.59,0,0,07/02/2016
1564,12291,1069.32,0.4,0,07/02/2016
1565,6523,836.5,0,0,07/02/2016
1566,4867,934.82,0.2,0,07/02/2016
1567,5301,760.75,0.2,0,07/02/2016
1568,4784,665.07,0,0,07/02/2016
1569,7446,704.72,0,0,07/02/2016
1570,11455,1058.32,0.4,0,07/02/2016
1571,5364,883.45,0.1,0,07/02/2016
1572,259,626.75,0,0,07/02/2016
1573,11290,635.28,0,0,07/02/2016
1574,8517,574.3,0,0,07/02/2016
1575,7407,813.06,0,0,07/02/2016
1576,5965,911.98,0.5,0,07/02/2016
1577,8677,880.15,0,0,07/02/2016
1578,10093,931.86,0.15,0,07/02/2016
1579,12119,809.69,0.27,0,07/02/2016
1580,8274,786.46,0,0,07/02/2016
1581,2291,801.48,0,0,07/02/2016
1582,11310,748.04,0,0,07/02/2016
1583,155,670.5,0.17,0,07/02/2016
1584,4998,548.96,0,0,07/02/2016
1585,7720,569.94,0.1,0,07/02/2016
1586,3099,731.05,0.1,0,07/02/2016
1587,5011,1035.94,0.32,0,07/02/2016
1588,2643,799.66,0,0,07/02/2016
1589,9501,843.85,0,0,07/02/2016
1590,9760,928.7,0,0,07/02/2016
1591,11793,856.5,0,0,07/02/2016
1592,7273,767.79,0,0,07/02/2016
1593,3329,996.66,0,0,07/02/2016
1594,9429,795.46,0,0,07/02/2016
1595,437,678.47,0,0,07/02/2016
1596,2538,861.31,0,0,07/02/2016
1597,4280,819.68,0.17,0,07/02/2016
1598,2813,766.53,0,0,07/02/2016
1599,4249,834.13,0,0,07/02/2016
1600,9697,618.91,0,0,07/02/2016
1601,27,942.95,0.07,0,07/02/2016
1602,5274,1002.71,0,0,07/02/2016
1603,11273,834.85,0,0,07/02/2016
1604,9495,868.06,0.1,0,07/02/2016
1605,4841,684.37,0,0,07/02/2016
1606,9803,691.12,0,0,07/02/2016
1607,7391,801.12,0.3,0,07/02/2016
1608,11426,825.89,0.002,0,07/02/2016
1609,11664,606.3,0.25,0,07/02/2016
1610,5339,1046.44,0,0,07/02/2016
1611,3204,550.83,0,0,07/02/2016
1612,4438,670.35,0,0,07/02/2016
1613,5243,800.93,0,0,07/02/2016
1614,5089,881.87,0,0,07/02/2016
1615,6073,772.83,0.2,0,07/02/2016
1616,8992,730.49,0,0,07/02/2016
1617,6466,844.57,0,0,07/02/2016
1618,11438,737.62,0,0,07/02/2016
1619,9524,643.98,0.1,0,07/02/2016
1620,2464,587.1,0.5,0,07/02/2016
1621,3770,681.31,0.17,0,07/02/2016
1622,1306,857.96,0,0,07/02/2016
1623,10811,742.57,0,0,07/02/2016
1624,12033,952.99,0.6,0,07/02/2016
1625,9248,761.44,0,0,07/02/2016
1626,2214,861.32,0.3,0,07/02/2016
1627,6738,731.61,0,0,07/02/2016
1628,5074,837.24,0,0,07/02/2016
1629,9148,679.04,0,0,07/02/2016
1630,3497,1044.65,0,0,07/02/2016
1631,10066,713.9,0,0,07/02/2016
1632,4248,734.43,0.002,0,07/02/2016
1633,6473,742.69,0.2,0,07/02/2016
1634,12288,924.04,0.2,0,07/02/2016
1635,7764,776.62,0,0,07/02/2016
1636,11720,990.59,0.5,0,07/02/2016
1637,3935,870.61,0.1,0,07/02/2016
1638,10416,747.02,0,0,07/02/2016
1639,424,699.01,0,0,07/02/2016
1640,10031,932.84,0.2,0,07/02/2016
1641,10819,573.69,0.2,0,07/02/2016
1642,5418,901.33,0,0,07/02/2016
1643,7272,902.07,0,0,07/02/2016
1644,5329,686.59,0.3,0,07/02/2016
1645,7810,860.28,0,0,07/02/2016
1646,3624,859.83,0,0,07/02/2016
1647,7331,773.65,0.2,0,07/02/2016
1648,125,808.93,0.1,0,07/02/2016
1649,9419,890.69,0.7,0,07/02/2016
1650,1250,765.32,0.07,0,07/02/2016
1651,7683,657.97,0,0,07/02/2016
1652,2728,816.77,0,0,07/02/2016
1653,4612,988.62,0,0,07/02/2016
1654,12019,733.55,0,0,07/02/2016
1655,10549,682.75,0,0,07/02/2016
1656,4909,1009.31,0.2,0,07/02/2016
1657,5854,764.79,0,0,07/02/2016
1658,3066,643.52,0.47,0,07/02/2016
1659,11431,554.38,0,0,07/02/2016
1660,9906,823.05,0,0,07/02/2016
1661,2048,640.25,0.2,0,07/02/2016
1662,3071,689.76,0.1,0,07/02/2016
1663,11065,813.69,0,0,07/02/2016
1664,394,821.69,0,0,07/02/2016
1665,5707,664.68,0,0,07/02/2016
1666,2682,1054.58,0.1,0,07/02/2016
1667,467,1042.81,0,0,07/02/2016
1668,10577,929.46,0,0,07/02/2016
1669,3471,673.08,0,0,07/02/2016
1670,3535,713.62,0.1,0,07/02/2016
1671,11715,704.72,0.1,0,07/02/2016
1672,9814,794.74,0.3,0,07/02/2016
1673,4848,829.78,0,0,07/02/2016
1674,569,953.19,0.17,0,07/02/2016
1675,5749,585.55,0,0,07/02/2016
1676,4460,633.97,0,0,07/02/2016
1677,6506,820.54,0.5,0,07/02/2016
1678,6050,750.39,0,0,07/02/2016
1679,3246,672.37,0.202,0,07/02/2016
1680,2364,685.43,0,0,07/02/2016
1681,12216,662.29,0.17,0,07/02/2016
1682,11388,725.53,0.15,0,07/02/2016
1683,1628,878.69,0,0,07/02/2016
1684,7222,898.5,0,0,07/02/2016
1685,5929,893.27,0,0,07/02/2016
1686,6123,533.3,0,0,07/02/2016
1687,587,518.49,0.4,0,07/02/2016
1688,1240,794.89,0,0,07/02/2016
1689,8806,711.53,0.1,0,07/02/2016
1690,341,1010.55,0,0,07/02/2016
1691,3064,845.12,0.2,0,07/02/2016
1692,10614,714.65,0,0,07/02/2016
1693,10563,704.64,0.3,0,07/02/2016
1694,11002,690.69,0,0,07/02/2016
1695,11486,704.75,0,0,07/02/2016
1696,1759,873.04,0.2,0,07/02/2016
1697,10659,862.83,0,0,07/02/2016
1698,8899,534.35,0.17,0,07/02/2016
1699,3315,666.23,0,0,07/02/2016
1700,10051,780.66,0,0,07/02/2016
1701,6402,700.32,0.1,0,07/02/2016
1702,4021,388.17,0.5,0,07/02/2016
1703,4195,637.24,0,0,07/02/2016
1704,7464,868.51,0,0,07/02/2016
1705,11592,956.49,0,0,07/02/2016
1706,10831,613.67,0.2,0,07/02/2016
1707,7586,556.77,0,0,07/02/2016
1708,8551,719.97,0.47,0,07/02/2016
1709,7163,722.55,0,0,07/02/2016
1710,9163,755.85,0,0,07/02/2016
1711,20402,912.5,0,0,07/02/2016
1712,4807,592.68,0.35,0,07/02/2016
1713,88,697.17,0.1,0,07/02/2016
1714,7697,631.85,0,0,07/02/2016
1715,18007,627.3,0.6,0,07/02/2016
1716,8720,686,0.15,0,07/02/2016
1717,12100,755.81,0.35,0,07/02/2016
1718,11979,875.98,0.2,0,07/02/2016
1719,3905,729.06,0.002,0,07/02/2016
1720,8552,698.35,0,0,07/02/2016
1721,12038,621.6,0,0,07/02/2016
1722,15995,1123.53,0.1,0,07/02/2016
1723,10291,486.17,0.2,0,07/02/2016
1724,1293,810.5,0.25,0,07/02/2016
1725,6961,750.76,0,0,07/02/2016
1726,16013,1000.26,0,0,07/02/2016
1727,7931,758,0,0,07/02/2016
1728,20545,700.37,0,0,07/02/2016
1729,4618,674.38,0.2,0,07/02/2016
1730,4357,1021.58,0.47,0,07/02/2016
1731,3029,773.05,0.15,0,07/02/2016
1732,9769,969.13,0,0,07/02/2016
1733,3567,580.33,0,0,07/02/2016
1734,5582,751.24,0.35,0,07/02/2016
1735,6855,835.06,0.47,0,07/02/2016
1736,10026,984.48,0.1,0,07/02/2016
1737,20400,900.96,0,0,07/02/2016
1738,6956,701.95,0,0,07/02/2016
1739,10082,719.2,0,0,07/02/2016
1740,1839,742.02,0,0,07/02/2016
1741,10155,776.74,0.1,0,07/02/2016
1742,1098,651.79,0,0,07/02/2016
1743,3172,824.89,0.1,0,07/02/2016
1744,5536,638.39,0,0,07/02/2016
1745,11372,1076.14,0.4,0,07/02/2016
1746,4005,579.55,0.17,0,07/02/2016
1747,11632,777.33,0.002,0,07/02/2016
1748,10891,549.85,0,0,07/02/2016
1749,4813,764.09,0.07,0,07/02/2016
1750,11801,879.51,0.2,0,07/02/2016
1751,6156,671.88,0,0,07/02/2016
1752,1763,887.91,0,0,07/02/2016
1753,6721,699.8,0,0,07/02/2016
1754,12205,850.87,0.1,0,07/02/2016
1755,10790,946.74,0,0,07/02/2016
1756,11922,549.72,0.2,0,07/02/2016
1757,10438,755.03,0.7,0,07/02/2016
1758,17747,828.63,0.2,0,07/02/2016
1759,16011,323.95,0.1,0,07/02/2016
1760,18004,683.29,0,0,07/02/2016
1761,8,557.23,0,0,07/02/2016
1762,3275,683.02,0.5,0,07/02/2016
1763,9023,840.2,0.07,0,07/02/2016
1764,8643,970.75,0,0,07/02/2016
1765,11797,929.79,0,0,07/02/2016
1766,4062,692.13,0,0,07/02/2016
1767,6897,878.83,0,0,07/02/2016
1768,11892,572.78,0,0,07/02/2016
1769,6763,840.06,0.07,0,07/02/2016
1770,17459,765.99,0,0,07/02/2016
1771,8622,627.91,0.1,0,07/02/2016
1772,241,884.14,0.2,0,07/02/2016
1773,17746,776.99,0.2,0,07/02/2016
1774,822,567.36,0.2,0,07/02/2016
1775,6376,870.71,0,0,07/02/2016
1776,9557,1177.7,0.2,0,07/02/2016
1777,11397,950.5,0.1,0,07/02/2016
1778,6999,817.61,0.1,0,07/02/2016
1779,10534,658.86,0,0,07/02/2016
1780,6815,764.33,0.1,0,07/02/2016
1781,2269,1005.38,0.1,0,07/02/2016
1782,10708,968.28,0.1,0,07/02/2016
1783,9119,800.96,0,0,07/02/2016
1784,9500,564.17,0,0,07/02/2016
1785,9910,752.39,0,0,07/02/2016
1786,5036,771.59,0,0,07/02/2016
1787,2698,1069.32,0,0,07/02/2016
1788,6220,836.5,0,0,07/02/2016
1789,6947,934.82,0,0,07/02/2016
1790,442,760.75,0.1,0,07/02/2016
1791,9671,665.07,0,0,07/02/2016
1792,5283,704.72,0.5,0,07/02/2016
1793,3364,1058.32,0.1,0,07/02/2016
1794,2170,883.45,0,0,07/02/2016
1795,11348,626.75,0,0,07/02/2016
1796,10224,635.28,0.5,0,07/02/2016
1797,7006,574.3,0.5,0,07/02/2016
1798,7363,813.06,0,0,07/02/2016
1799,1595,911.98,0,0,07/02/2016
1800,7492,880.15,0.25,0,07/02/2016
1801,9821,931.86,0,0,07/02/2016
1802,5246,809.69,0,0,07/02/2016
1803,558,786.46,0,0,07/02/2016
1804,1063,801.48,0.1,0,07/02/2016
1805,2610,748.04,0,0,07/02/2016
1806,3964,670.5,0.2,0,07/02/2016
1807,3868,548.96,0.4,0,07/02/2016
1808,3961,569.94,0,0,07/02/2016
1809,1261,731.05,0,0,07/02/2016
1810,9341,1035.94,0,0,07/02/2016
1811,2550,799.66,0,0,07/02/2016
1812,12045,843.85,0,0,07/02/2016
1813,2719,928.7,0.3,0,07/02/2016
1814,7924,856.5,0.2,0,07/02/2016
1815,3206,767.79,0,0,07/02/2016
1816,11945,996.66,0.2,0,07/02/2016
1817,3141,795.46,0.1,0,07/02/2016
1818,3942,678.47,0.2,0,07/02/2016
1819,8065,861.31,0.1,0,07/02/2016
1820,6758,819.68,0,0,07/02/2016
1821,4842,766.53,0,0,07/02/2016
1822,581,834.13,0,0,07/02/2016
1823,4563,618.91,0,0,07/02/2016
1824,9096,942.95,0,0,07/02/2016
1825,9813,1002.71,0,0,07/02/2016
1826,2492,834.85,0.2,0,07/02/2016
1827,1445,868.06,0.37,0,07/02/2016
1828,7327,684.37,0,0,07/02/2016
1829,8701,691.12,0,0,07/02/2016
1830,7783,801.12,0.1,0,07/02/2016
1831,5621,825.89,0.07,0,07/02/2016
1832,5767,606.3,0,0,07/02/2016
1833,430,1046.44,0.5,0,07/02/2016
1834,10132,550.83,0,0,07/02/2016
1835,12350,670.35,0,0,07/02/2016
1836,2256,800.93,0.1,0,07/02/2016
1837,1045,881.87,0,0,07/02/2016
1838,5939,772.83,0.1,0,07/02/2016
1839,9371,730.49,0,0,07/02/2016
1840,11536,844.57,0,0,07/02/2016
1841,10129,737.62,0.2,0,07/02/2016
1842,7905,643.98,0.3,0,07/02/2016
1843,8674,587.1,0.002,0,07/02/2016
1844,1902,681.31,0,0,07/02/2016
1845,1408,857.96,0,0,07/02/2016
1846,9172,792.56,0.1,0,07/02/2016
1847,3659,938.51,0,0,07/02/2016
1848,10827,865.67,0,0,07/02/2016
1849,9146,1087.35,0,0,07/02/2016
1850,20,669.97,0,0,07/02/2016
1851,8391,635.28,0.07,0,07/02/2016
1852,11510,608.51,0.35,0,07/02/2016
1853,10821,937.63,0.15,0,07/02/2016
1854,4727,904.92,0,0,07/02/2016
1855,10647,788.73,0.002,0,07/02/2016
1856,7141,939.97,0.47,0,07/02/2016
1857,6172,895.91,0.1,0,07/02/2016
1858,2741,690.85,0.2,0,07/02/2016
1859,1180,888.32,0.4,0,07/02/2016
1860,6875,549.95,0.002,0,07/02/2016
1861,10864,1046.68,0,0,07/02/2016
1862,242,869.29,0.2,0,07/02/2016
1863,9002,927.71,0.5,0,07/02/2016
1864,9145,1102.5,0.2,0,07/02/2016
1865,7887,1031.06,0,0,07/02/2016
1866,2817,769.77,0,0,07/02/2016
1867,2013,658.94,0.2,0,07/02/2016
1868,5920,660.55,0,0,07/02/2016
1869,5674,664.49,0,0,07/02/2016
1870,11012,701.3,0.35,0,07/02/2016
1871,6508,963.07,0.07,0,07/02/2016
1872,8995,993.23,0.1,0,07/02/2016
1873,9507,974.28,0,0,07/02/2016
1874,11056,731.11,0,0,07/02/2016
1875,10558,862.33,0,0,07/02/2016
1876,6707,708.64,0,0,07/02/2016
1877,4029,612.54,0.4,0,07/02/2016
1878,2189,840.81,0.2,0,07/02/2016
1879,1865,680.57,0.2,0,07/02/2016
1880,9345,790.51,0,0,07/02/2016
1881,9356,979.89,0.15,0,07/02/2016
1882,5821,972.95,0,0,07/02/2016
1883,532,676.98,0.1,0,07/02/2016
1884,8977,581.22,0.2,0,07/02/2016
1885,4117,1166.71,0,0,07/02/2016
1886,3985,924.17,0,0,07/02/2016
1887,3586,996.35,0,0,07/02/2016
1888,9001,1097.89,0.002,0,07/02/2016
1889,10678,548.8,0,0,07/02/2016
1890,1664,981.26,0,0,07/02/2016
1891,11882,904.53,0,0,07/02/2016
1892,4808,835.05,0.1,0,07/02/2016
1893,10201,786.93,0,0,07/02/2016
1894,2292,1185.36,0,0,07/02/2016
1895,11675,534.15,0.1,0,07/02/2016
1896,1144,700.94,0,0,07/02/2016
1897,640,662.82,0,0,07/02/2016
1898,8612,860.15,0.15,0,07/02/2016
1899,4402,709.59,0,0,07/02/2016
1900,3815,843.85,0.07,0,07/02/2016
1901,10834,948.47,0.35,0,07/02/2016
1902,3554,750.79,0.17,0,07/02/2016
1903,10219,571.3,0,0,07/02/2016
1904,11730,942.5,0,0,07/02/2016
1905,4756,560.7,0.15,0,07/02/2016
1906,7229,701.89,0,0,07/02/2016
1907,7963,1074.9,0,0,07/02/2016
1908,4464,892.85,0,0,07/02/2016
1909,5429,848.04,0.4,0,07/02/2016
1910,1383,749.44,0,0,07/02/2016
1911,3153,754.59,0,0,07/02/2016
1912,11357,821.37,0.002,0,07/02/2016
1913,4700,916.95,0.07,0,07/02/2016
1914,6187,898.26,0.6,0,07/02/2016
1915,4862,593.12,0.5,0,07/02/2016
1916,6180,752.36,0.1,0,07/02/2016
1917,11977,757.73,0,0,07/02/2016
1918,10126,635.78,0,0,07/02/2016
1919,1880,676.79,0.2,0,07/02/2016
1920,8747,827.01,0.3,0,07/02/2016
1921,11252,606.43,0,0,07/02/2016
1922,5598,557.07,0.1,0,07/02/2016
1923,1067,942.08,0,0,07/02/2016
1924,8681,833.6,0,0,07/02/2016
1925,10884,813.67,0.2,0,07/02/2016
1926,8850,361.13,0.1,0,07/02/2016
1927,5316,711.94,0,0,07/02/2016
1928,1801,696.3,0.002,0,07/02/2016
1929,4627,599.88,0,0,07/02/2016
1930,19349,661.46,0,0,07/02/2016
1931,19348,704.81,0.4,0,07/02/2016
1932,19347,828.85,0,0,07/02/2016
1933,19346,915.66,0,0,07/02/2016
1934,19345,906.78,0.27,0,07/02/2016
1935,19344,916.19,0.5,0,07/02/2016
1936,19343,631.54,0.15,0,07/02/2016
1937,19342,802.95,0,0,07/02/2016
1938,19341,597.39,0.2,0,07/02/2016
1939,19340,744.67,0.002,0,07/02/2016
1940,19339,840.99,0,0,07/02/2016
1941,19338,1066.39,0,0,07/02/2016
1942,19337,820.39,0,0,07/02/2016
1943,19336,824.91,0.3,0,07/02/2016
1944,19335,702.84,0.1,0,07/02/2016
1945,19334,653.43,0.1,0,07/02/2016
1946,19333,663.28,0,0,07/02/2016
1947,19332,780.22,0.2,0,07/02/2016
1948,19331,911.58,0,0,07/02/2016
1949,19330,244.4,0.2,0,07/02/2016
1950,19329,674.53,0.25,0,07/02/2016
1951,19328,1019.52,0,0,07/02/2016
1952,19327,515.34,0.1,0,07/02/2016
1953,19326,584.85,0.2,0,07/02/2016
1954,19325,900.39,0,0,07/02/2016
1955,19324,829.15,0,0,07/02/2016
1956,19323,814.28,0,0,07/02/2016
1957,19322,895.34,0,0,07/02/2016
1958,19321,911.72,0,0,07/02/2016
1959,19320,770.68,0,0,07/02/2016
1960,19319,824.05,0.5,0,07/02/2016
1961,19318,750.58,0.1,0,07/02/2016
1962,19317,835.59,0,0,07/02/2016
1963,19316,791.78,0,0,07/02/2016
1964,19315,879.29,0,0,07/02/2016
1965,19314,1116.41,0,0,07/02/2016
1966,19313,698.84,0.2,0,07/02/2016
1967,19312,842.02,0,0,07/02/2016
1968,19311,787.1,0,0,07/02/2016
1969,19310,720.31,0.1,0,07/02/2016
1970,19309,773.66,0,0,07/02/2016
1971,19308,1075.89,0,0,07/02/2016
1972,19307,772.33,0,0,07/02/2016
1973,19306,662.58,0,0,07/02/2016
1974,19305,843.47,0,0,07/02/2016
1975,19304,551.32,0.1,0,07/02/2016
1976,19303,831.82,0.2,0,07/02/2016
1977,19302,870.57,0.17,0,07/02/2016
1978,19301,786.06,0,0,07/02/2016
1979,19300,759.64,0,0,07/02/2016
1980,19299,520.46,0.2,0,07/02/2016
1981,19298,811.63,0,0,07/02/2016
1982,19297,974.83,0,0,07/02/2016
1983,19296,836.06,0.4,0,07/02/2016
1984,19295,812.24,0,0,07/02/2016
1985,19294,1055.17,0.2,0,07/02/2016
1986,19293,555.62,0.2,0,07/02/2016
1987,19292,1064.73,0,0,07/02/2016
1988,19291,771.82,0.5,0,07/02/2016
1989,19290,801.99,0,0,07/02/2016
1990,19289,730.36,0,0,07/02/2016
1991,19288,742.57,0.2,0,07/02/2016
1992,19287,952.99,0.4,0,07/02/2016
1993,19286,761.44,0.1,0,07/02/2016
1994,19285,861.32,0,0,07/02/2016
1995,19284,731.61,0,0,07/02/2016
1996,19283,837.24,0,0,07/02/2016
1997,19282,679.04,0,0,07/02/2016
1998,16774,1044.65,0.2,0,07/02/2016
1999,16773,713.9,0,0,07/02/2016
2000,16772,734.43,0.2,0,07/02/2016
2001,16771,742.69,0.2,1,07/02/2016
2002,16770,924.04,0,1,07/02/2016
2003,16769,776.62,0,1,07/02/2016
2004,16768,990.59,0.2,1,07/02/2016
2005,16767,870.61,0,1,07/02/2016
2006,16766,747.02,0.1,1,07/02/2016
2007,16765,699.01,0,1,07/02/2016
2008,16764,932.84,0,1,07/02/2016
2009,16763,573.69,0.4,1,07/02/2016
2010,16762,901.33,0.35,1,07/02/2016
2011,20755,902.07,0,0,07/03/2016
2012,19492,686.59,0.15,0,07/03/2016
2013,19491,860.28,0,0,07/03/2016
2014,19490,859.83,0,0,07/03/2016
2015,19489,773.65,0.1,0,07/03/2016
2016,19488,808.93,0,0,07/03/2016
2017,19487,890.69,0,0,07/03/2016
2018,19486,765.32,0,0,07/03/2016
2019,19485,657.97,0.1,0,07/03/2016
2020,19484,816.77,0,0,07/03/2016
2021,19483,988.62,0,0,07/03/2016
2022,19482,733.55,0,0,07/03/2016
2023,19481,682.75,0.3,0,07/03/2016
2024,19480,1009.31,0.1,0,07/03/2016
2025,19479,764.79,0.1,0,07/03/2016
2026,19478,643.52,0.1,0,07/03/2016
2027,19477,554.38,0,0,07/03/2016
2028,19476,823.05,0,0,07/03/2016
2029,19475,640.25,0,0,07/03/2016
2030,19474,689.76,0.1,0,07/03/2016
2031,19473,813.69,0.15,0,07/03/2016
2032,19472,821.69,0,0,07/03/2016
2033,19471,664.68,0.15,0,07/03/2016
2034,19470,1054.58,0,0,07/03/2016
2035,19469,1042.81,0,0,07/03/2016
2036,19468,929.46,0,0,07/03/2016
2037,19467,673.08,0.2,0,07/03/2016
2038,19466,713.62,0,0,07/03/2016
2039,19465,704.72,0,0,07/03/2016
2040,19464,794.74,0,0,07/03/2016
2041,19463,829.78,0.15,0,07/03/2016
2042,19462,953.19,0.1,0,07/03/2016
2043,19461,585.55,0.5,0,07/03/2016
2044,19460,633.97,0.17,0,07/03/2016
2045,19459,820.54,0,0,07/03/2016
2046,19458,750.39,0,0,07/03/2016
2047,19457,672.37,0.2,0,07/03/2016
2048,19456,685.43,0.2,0,07/03/2016
2049,19455,662.29,0.2,0,07/03/2016
2050,19454,725.53,0,0,07/03/2016
2051,19453,878.69,0,0,07/03/2016
2052,19452,898.5,0.1,0,07/03/2016
2053,19451,893.27,0,0,07/03/2016
2054,19450,533.3,0.17,0,07/03/2016
2055,19449,518.49,0,0,07/03/2016
2056,19448,794.89,0,0,07/03/2016
2057,19447,711.53,0,0,07/03/2016
2058,19446,1010.55,0.32,0,07/03/2016
2059,9083,845.12,0.2,0,07/03/2016
2060,4741,714.65,0,0,07/03/2016
2061,639,704.64,0.2,0,07/03/2016
2062,9702,690.69,0,0,07/03/2016
2063,9114,704.75,0.1,0,07/03/2016
2064,1362,873.04,0.1,0,07/03/2016
2065,8011,862.83,0.1,0,07/03/2016
2066,3296,534.35,0.1,0,07/03/2016
2067,3182,666.23,0.4,0,07/03/2016
2068,7864,780.66,0,0,07/03/2016
2069,11169,700.32,0.2,0,07/03/2016
2070,5197,388.17,0.2,0,07/03/2016
2071,1535,637.24,0.2,0,07/03/2016
2072,6122,868.51,0,0,07/03/2016
2073,9451,956.49,0.002,0,07/03/2016
2074,542,613.67,0.2,0,07/03/2016
2075,11329,556.77,0,0,07/03/2016
2076,3570,719.97,0,0,07/03/2016
2077,650,722.55,0.4,0,07/03/2016
2078,9353,755.85,0,0,07/03/2016
2079,54,912.5,0.07,0,07/03/2016
2080,12151,592.68,0.2,0,07/03/2016
2081,10018,697.17,0.4,0,07/03/2016
2082,4936,631.85,0.1,0,07/03/2016
2083,8707,627.3,0.2,0,07/03/2016
2084,1025,686,0.1,0,07/03/2016
2085,8831,755.81,0.4,0,07/03/2016
2086,10679,875.98,0.002,0,07/03/2016
2087,5007,729.06,0.5,0,07/03/2016
2088,9854,698.35,0,0,07/03/2016
2089,376,621.6,0.7,0,07/03/2016
2090,5417,1123.53,0.07,0,07/03/2016
2091,10759,486.17,0,0,07/03/2016
2092,8541,810.5,0,0,07/03/2016
2093,3752,750.76,0.002,0,07/03/2016
2094,4673,1000.26,0,0,07/03/2016
2095,5367,758,0,0,07/03/2016
2096,10485,700.37,0,0,07/03/2016
2097,9272,674.38,0.17,0,07/03/2016
2098,647,1021.58,0.35,0,07/03/2016
2099,6398,773.05,0,0,07/03/2016
2100,4209,969.13,0,0,07/03/2016
2101,8917,580.33,0,0,07/03/2016
2102,7784,751.24,0.8,0,07/03/2016
2103,1425,835.06,0.3,0,07/03/2016
2104,2737,984.48,0,0,07/03/2016
2105,6428,900.96,0,0,07/03/2016
2106,6543,701.95,0.15,0,07/03/2016
2107,3990,719.2,0,0,07/03/2016
2108,8524,742.02,0,0,07/03/2016
2109,9204,776.74,0,0,07/03/2016
2110,11761,651.79,0.002,0,07/03/2016
2111,9554,824.89,0,0,07/03/2016
2112,5118,638.39,0,0,07/03/2016
2113,5506,1076.14,0.2,0,07/03/2016
2114,1423,579.55,0,0,07/03/2016
2115,138,777.33,0.4,0,07/03/2016
2116,6360,549.85,0.2,0,07/03/2016
2117,2053,764.09,0,0,07/03/2016
2118,10344,879.51,0.1,0,07/03/2016
2119,3375,671.88,0,0,07/03/2016
2120,1339,887.91,0,0,07/03/2016
2121,7247,699.8,0,0,07/03/2016
2122,1273,850.87,0.2,0,07/03/2016
2123,6277,946.74,0,0,07/03/2016
2124,7701,549.72,0,0,07/03/2016
2125,4126,755.03,0.4,0,07/03/2016
2126,9528,828.63,0.1,0,07/03/2016
2127,1853,323.95,0.17,0,07/03/2016
2128,11149,683.29,0,0,07/03/2016
2129,5828,557.23,0.2,0,07/03/2016
2130,6887,683.02,0,0,07/03/2016
2131,4781,840.2,0.1,0,07/03/2016
2132,10668,970.75,0,0,07/03/2016
2133,5421,929.79,0.2,0,07/03/2016
2134,10200,692.13,0.47,0,07/03/2016
2135,11254,878.83,0.3,0,07/03/2016
2136,11106,572.78,0.15,0,07/03/2016
2137,8456,840.06,0.1,0,07/03/2016
2138,6149,765.99,0.1,0,07/03/2016
2139,1473,627.91,0.37,0,07/03/2016
2140,1840,884.14,0,0,07/03/2016
2141,6757,776.99,0.17,0,07/03/2016
2142,3972,567.36,0.4,0,07/03/2016
2143,9316,870.71,0.5,0,07/03/2016
2144,11213,1177.7,0.25,0,07/03/2016
2145,3474,950.5,0,0,07/03/2016
2146,14630,817.61,0.27,0,07/03/2016
2147,13256,658.86,0.4,0,07/03/2016
2148,14665,764.33,0.5,0,07/03/2016
2149,13363,1005.38,0,0,07/03/2016
2150,14645,968.28,0.1,0,07/03/2016
2151,13163,800.96,0,0,07/03/2016
2152,14553,564.17,0,0,07/03/2016
2153,14287,752.39,0,0,07/03/2016
2154,13179,771.59,0.47,0,07/03/2016
2155,13035,1069.32,0.3,0,07/03/2016
2156,14322,836.5,0.002,0,07/03/2016
2157,13196,934.82,0.1,0,07/03/2016
2158,14604,760.75,0,0,07/03/2016
2159,12961,665.07,0,0,07/03/2016
2160,14676,704.72,0,0,07/03/2016
2161,14087,1058.32,0,0,07/03/2016
2162,13194,883.45,0,0,07/03/2016
2163,14513,626.75,0,0,07/03/2016
2164,13461,635.28,0.7,0,07/03/2016
2165,14510,574.3,0,0,07/03/2016
2166,13190,813.06,0,0,07/03/2016
2167,14508,911.98,0.7,0,07/03/2016
2168,14472,880.15,0,0,07/03/2016
2169,14562,931.86,0.1,0,07/03/2016
2170,13206,809.69,0.1,0,07/03/2016
2171,13080,786.46,0.5,0,07/03/2016
2172,14633,801.48,0,0,07/03/2016
2173,14097,748.04,0.1,0,07/03/2016
2174,13024,670.5,0.15,0,07/03/2016
2175,778,548.96,0,0,07/03/2016
2176,7146,569.94,0.202,0,07/03/2016
2177,6365,731.05,0,0,07/03/2016
2178,8422,1035.94,0,0,07/03/2016
2179,3784,799.66,0,0,07/03/2016
