ConsumptionID,completedatetime
8888,2022-05-19 16:38:42
8889,2022-05-18 10:52:13
8890,2022-05-17 21:45:50
8891,2022-05-19 11:18:06
8892,2022-05-18 10:47:51
8893,2022-05-20 03:44:58
8894,2022-05-17 15:51:38
8895,2022-05-18 17:10:43
8896,2022-05-18 01:33:34
8897,2022-05-19 10:34:13
8898,2022-05-18 06:47:43
8899,2022-05-18 09:05:41
8900,2022-05-18 21:30:38
8901,2022-05-18 22:25:35
8902,2022-05-17 20:25:09
8903,2022-05-19 21:17:14
8904,2022-05-18 03:04:44
8905,2022-05-18 13:57:39
8906,2022-05-17 13:24:29
8907,2022-05-17 21:17:47
8908,2022-05-20 06:11:28
8909,2022-05-19 10:58:21
8910,2022-05-18 19:46:23
8911,2022-05-18 10:16:33
8912,2022-05-19 04:47:50
8913,2022-05-19 01:47:14
8914,2022-05-20 00:00:32
8915,2022-05-18 16:36:29
8916,2022-05-19 16:15:59
8917,2022-05-19 03:18:30
8918,2022-05-17 21:47:42
8919,2022-05-19 22:52:34
8920,2022-05-17 17:45:16
8921,2022-05-19 01:35:26
8922,2022-05-17 22:29:29
8923,2022-05-20 00:42:41
8924,2022-05-19 21:05:04
8925,2022-05-19 01:16:18
8926,2022-05-19 23:26:26
8927,2022-05-20 02:00:36
8928,2022-05-17 12:04:45
8929,2022-05-19 05:44:53
8930,2022-05-20 00:40:43
8931,2022-05-17 14:32:11
8932,2022-05-18 17:34:35
8933,2022-05-19 23:02:32
8934,2022-05-18 00:01:40
8935,2022-05-18 08:38:17
8936,2022-05-17 17:37:58
8937,2022-05-18 13:19:24
8938,2022-05-19 07:21:00
8939,2022-05-18 09:43:03
8940,2022-05-18 15:45:18
8941,2022-05-18 23:16:04
8942,2022-05-19 19:39:41
8943,2022-05-18 19:27:48
8944,2022-05-19 11:22:57
8945,2022-05-18 21:32:17
8946,2022-05-19 22:16:34
8947,2022-05-18 12:09:59
8948,2022-05-18 04:29:46
8949,2022-05-18 08:38:48
8950,2022-05-19 03:40:48
8951,2022-05-17 23:55:06
8952,2022-05-17 18:08:54
8953,2022-05-17 21:53:46
8954,2022-05-19 23:08:27
8955,2022-05-17 23:01:56
8956,2022-05-19 04:21:27
8957,2022-05-20 06:12:32
8958,2022-05-19 16:41:28
8959,2022-05-19 14:52:22
8960,2022-05-18 21:54:51
8961,2022-05-17 17:45:47
8962,2022-05-18 19:37:20
8963,2022-05-18 10:09:52
8964,2022-05-18 15:36:16
8965,2022-05-18 14:29:59
8966,2022-05-19 04:28:26
8967,2022-05-18 19:04:22
8968,2022-05-18 15:30:08
8969,2022-05-19 05:25:50
8970,2022-05-20 08:39:15
8971,2022-05-20 08:44:20
8972,2022-05-20 02:37:51
8973,2022-05-17 21:03:08
8974,2022-05-17 19:38:12
8975,2022-05-17 13:41:11
8976,2022-05-19 17:06:20
8977,2022-05-20 06:10:32
8978,2022-05-18 18:26:40
8979,2022-05-18 13:35:03
8980,2022-05-17 13:30:09
8981,2022-05-19 00:16:13
8982,2022-05-19 00:46:20
8983,2022-05-18 18:58:12
8984,2022-05-18 11:17:28
8985,2022-05-18 19:05:11
8986,2022-05-20 06:00:31
8987,2022-05-18 07:15:28
8988,2022-05-20 05:09:58
8989,2022-05-17 21:30:37
8990,2022-05-18 05:46:34
8991,2022-05-19 02:38:19
8992,2022-05-20 02:13:14
8993,2022-05-17 18:33:21
8994,2022-05-18 05:14:58
8995,2022-05-19 07:21:55
8996,2022-05-19 22:19:08
8997,2022-05-18 05:49:17
8998,2022-05-20 05:49:02
8999,2022-05-18 12:53:35
9000,2022-05-19 06:05:34
9001,2022-05-18 21:52:31
9002,2022-05-18 10:26:55
9003,2022-05-19 10:25:32
9004,2022-05-18 14:53:57
9005,2022-05-19 15:47:30
9006,2022-05-20 03:56:56
9007,2022-05-18 04:15:37
9008,2022-05-19 03:23:28
9009,2022-05-17 15:28:19
9010,2022-05-18 03:25:38
9011,2022-05-20 06:38:53
9012,2022-05-19 17:15:27
9013,2022-05-19 11:29:46
9014,2022-05-20 00:43:57
9015,2022-05-18 14:12:45
9016,2022-05-19 00:43:25
9017,2022-05-19 15:01:19
9018,2022-05-17 22:15:07
9019,2022-05-17 17:40:33
9020,2022-05-17 21:03:53
9021,2022-05-19 11:10:04
9022,2022-05-18 08:12:41
9023,2022-05-18 00:56:54
9024,2022-05-19 05:06:57
9025,2022-05-18 17:04:12
9026,2022-05-17 17:41:43
9027,2022-05-19 14:03:07
9028,2022-05-18 09:58:01
9029,2022-05-18 04:35:59
9030,2022-05-19 14:22:02
9031,2022-05-17 19:15:53
9032,2022-05-17 19:47:39
9033,2022-05-19 16:30:45
9034,2022-05-19 20:08:34
9035,2022-05-18 06:18:45
9036,2022-05-17 18:35:48
9037,2022-05-18 01:00:50
9038,2022-05-17 21:10:57
9039,2022-05-19 23:34:49
9040,2022-05-18 13:23:15
9041,2022-05-19 03:42:07
9042,2022-05-18 07:03:17
9043,2022-05-19 13:50:27
9044,2022-05-19 02:28:02
9045,2022-05-17 20:57:13
9046,2022-05-18 07:30:42
9047,2022-05-19 06:49:13
9048,2022-05-18 09:38:21
9049,2022-05-19 11:41:42
9050,2022-05-20 01:58:57
9051,2022-05-19 17:08:04
9052,2022-05-19 00:37:42
9053,2022-05-17 14:01:04
9054,2022-05-19 16:39:14
9055,2022-05-18 17:52:29
9056,2022-05-18 23:55:42
9057,2022-05-17 22:29:03
9058,2022-05-17 16:59:43
9059,2022-05-19 14:34:46
9060,2022-05-17 21:08:57
9061,2022-05-18 00:22:00
9062,2022-05-20 01:44:42
9063,2022-05-19 22:52:42
9064,2022-05-17 22:39:35
9065,2022-05-17 20:11:40
9066,2022-05-18 05:49:37
9067,2022-05-18 08:54:44
9068,2022-05-17 16:22:57
9069,2022-05-19 08:32:31
9070,2022-05-19 21:00:02
9071,2022-05-18 01:47:33
9072,2022-05-20 00:31:24
9073,2022-05-18 23:48:10
9074,2022-05-19 05:48:39
9075,2022-05-20 04:56:51
9076,2022-05-19 00:57:41
9077,2022-05-17 18:39:41
9078,2022-05-19 08:53:28
9079,2022-05-18 16:48:08
9080,2022-05-19 13:41:21
9081,2022-05-17 20:17:11
9082,2022-05-20 04:24:41
9083,2022-05-19 21:04:49
9084,2022-05-18 12:44:59
9085,2022-05-19 14:10:11
9086,2022-05-17 22:26:28
9087,2022-05-18 02:06:17
9088,2022-05-18 03:18:24
9089,2022-05-18 08:44:19
9090,2022-05-17 22:18:32
9091,2022-05-17 19:23:50
9092,2022-05-18 09:49:07
9093,2022-05-20 03:19:04
9094,2022-05-18 04:42:37
9095,2022-05-18 21:12:50
9096,2022-05-17 19:04:27
9097,2022-05-18 11:16:33
9098,2022-05-18 02:30:53
9099,2022-05-18 00:11:18
9100,2022-05-20 08:43:40
9101,2022-05-18 09:50:01
9102,2022-05-19 21:38:01
9103,2022-05-18 19:54:55
9104,2022-05-18 08:18:59
9105,2022-05-20 02:44:41
9106,2022-05-18 19:56:40
9107,2022-05-19 16:37:28
9108,2022-05-19 14:21:30
9109,2022-05-19 22:04:33
9110,2022-05-19 16:56:44
9111,2022-05-20 08:05:25
9112,2022-05-19 14:08:19
9113,2022-05-18 15:58:07
9114,2022-05-19 16:19:21
9115,2022-05-17 14:48:25
9116,2022-05-18 15:56:58
9117,2022-05-17 18:18:24
9118,2022-05-19 11:39:53
9119,2022-05-18 17:30:04
9120,2022-05-19 21:56:40
9121,2022-05-18 21:42:17
9122,2022-05-17 14:19:34
9123,2022-05-18 22:01:12
9124,2022-05-19 09:26:41
9125,2022-05-19 21:20:15
9126,2022-05-19 11:25:02
9127,2022-05-19 07:28:29
9128,2022-05-20 06:16:18
9129,2022-05-18 11:19:43
9130,2022-05-17 20:19:16
9131,2022-05-19 19:15:37
9132,2022-05-18 22:54:31
9133,2022-05-20 00:12:16
9134,2022-05-19 01:43:53
9135,2022-05-18 08:00:52
9136,2022-05-17 16:46:15
9137,2022-05-20 01:16:33
9138,2022-05-18 23:03:14
9139,2022-05-19 09:30:54
9140,2022-05-20 07:43:08
9141,2022-05-19 22:11:57
9142,2022-05-18 20:30:35
9143,2022-05-19 11:45:16
9144,2022-05-18 06:27:45
9145,2022-05-17 15:12:14
9146,2022-05-18 15:21:01
9147,2022-05-18 11:39:49
9148,2022-05-18 20:27:34
9149,2022-05-17 22:34:32
9150,2022-05-17 21:03:55
9151,2022-05-20 05:36:13
9152,2022-05-20 07:27:18
9153,2022-05-20 06:57:17
9154,2022-05-20 05:44:42
9155,2022-05-19 12:20:13
9156,2022-05-18 20:04:42
9157,2022-05-19 16:33:55
9158,2022-05-19 03:12:46
9159,2022-05-19 10:03:10
9160,2022-05-18 06:51:14
9161,2022-05-17 13:50:05
9162,2022-05-19 07:47:32
9163,2022-05-19 01:44:06
9164,2022-05-18 00:01:57
9165,2022-05-18 03:58:33
9166,2022-05-17 15:33:24
9167,2022-05-18 23:12:33
9168,2022-05-19 15:27:27
9169,2022-05-18 09:29:47
9170,2022-05-17 21:18:29
9171,2022-05-19 00:41:30
9172,2022-05-18 16:41:31
9173,2022-05-19 23:11:16
9174,2022-05-18 00:59:06
9175,2022-05-18 03:49:52
9176,2022-05-19 08:40:46
9177,2022-05-17 21:29:29
9178,2022-05-18 13:59:05
9179,2022-05-18 15:53:22
9180,2022-05-18 17:42:30
9181,2022-05-18 07:57:03
9182,2022-05-18 19:46:40
9183,2022-05-17 17:26:06
9184,2022-05-17 16:57:25
9185,2022-05-18 05:28:56
9186,2022-05-18 11:44:11
9187,2022-05-20 03:59:41
9188,2022-05-20 00:20:12
9189,2022-05-17 15:10:08
9190,2022-05-17 16:56:14
9191,2022-05-19 06:50:19
9192,2022-05-20 02:40:59
9193,2022-05-18 21:10:16
9194,2022-05-18 10:46:54
9195,2022-05-18 09:03:33
9196,2022-05-17 15:20:24
9197,2022-05-18 08:45:01
9198,2022-05-18 18:31:30
9199,2022-05-17 19:36:22
9200,2022-05-18 13:22:12
9201,2022-05-18 14:25:42
9202,2022-05-20 08:09:49
9203,2022-05-20 04:14:32
9204,2022-05-18 07:07:44
9205,2022-05-17 15:37:13
9206,2022-05-20 05:02:37
9207,2022-05-17 15:32:31
9208,2022-05-18 15:25:37
9209,2022-05-17 22:55:30
9210,2022-05-18 03:42:06
9211,2022-05-20 05:40:50
9212,2022-05-17 22:17:31
9213,2022-05-19 09:07:46
9214,2022-05-19 19:39:36
9215,2022-05-19 11:10:02
9216,2022-05-18 12:39:24
9217,2022-05-19 13:56:39
9218,2022-05-18 07:27:49
9219,2022-05-18 21:31:45
9220,2022-05-17 21:58:32
9221,2022-05-19 20:16:58
9222,2022-05-17 16:53:55
9223,2022-05-19 00:09:04
9224,2022-05-18 08:40:29
9225,2022-05-20 01:08:18
9226,2022-05-19 15:42:24
9227,2022-05-17 15:45:27
9228,2022-05-17 15:20:36
9229,2022-05-18 20:28:55
9230,2022-05-20 07:55:30
9231,2022-05-20 02:37:05
9232,2022-05-19 12:21:47
9233,2022-05-17 14:12:21
9234,2022-05-18 08:05:28
9235,2022-05-17 14:22:02
9236,2022-05-19 07:31:35
9237,2022-05-18 13:55:51
9238,2022-05-18 06:04:30
9239,2022-05-19 17:26:12
9240,2022-05-19 10:46:47
9241,2022-05-19 00:34:46
9242,2022-05-19 10:33:30
9243,2022-05-19 11:45:32
9244,2022-05-19 18:50:06
9245,2022-05-17 16:52:24
9246,2022-05-17 18:40:12
9247,2022-05-19 04:49:44
9248,2022-05-18 02:43:23
9249,2022-05-20 01:15:46
9250,2022-05-19 08:01:16
9251,2022-05-19 12:05:16
9252,2022-05-19 12:59:27
9253,2022-05-18 22:25:31
9254,2022-05-17 19:32:41
9255,2022-05-20 05:29:12
9256,2022-05-18 19:56:42
9257,2022-05-18 05:26:41
9258,2022-05-18 19:09:19
9259,2022-05-19 09:20:02
9260,2022-05-17 22:44:40
9261,2022-05-17 13:20:34
9262,2022-05-18 10:35:46
9263,2022-05-17 22:07:15
9264,2022-05-19 22:39:30
9265,2022-05-19 03:43:37
9266,2022-05-17 18:57:12
9267,2022-05-17 16:18:31
9268,2022-05-19 20:39:35
9269,2022-05-18 23:04:35
9270,2022-05-19 17:04:21
9271,2022-05-18 17:10:15
9272,2022-05-18 12:27:09
9273,2022-05-19 10:53:17
9274,2022-05-18 09:23:56
9275,2022-05-17 22:15:55
9276,2022-05-17 12:48:10
9277,2022-05-19 22:07:00
9278,2022-05-18 21:13:32
9279,2022-05-17 17:28:57
9280,2022-05-20 06:20:34
9281,2022-05-18 06:02:55
9282,2022-05-19 16:12:27
9283,2022-05-19 09:45:30
9284,2022-05-18 09:25:34
9285,2022-05-18 13:15:24
9286,2022-05-19 15:48:57
9287,2022-05-19 10:58:44
9288,2022-05-19 04:54:07
9289,2022-05-17 19:25:44
9290,2022-05-18 14:41:24
9291,2022-05-18 01:56:11
9292,2022-05-17 21:57:21
9293,2022-05-18 21:53:24
9294,2022-05-17 21:11:47
9295,2022-05-19 11:28:22
9296,2022-05-18 11:42:04
9297,2022-05-18 22:14:07
9298,2022-05-19 20:34:46
9299,2022-05-18 20:51:48
9300,2022-05-19 02:13:17
9301,2022-05-18 03:26:49
9302,2022-05-19 11:44:10
9303,2022-05-19 04:23:13
9304,2022-05-19 09:33:13
9305,2022-05-19 06:20:21
9306,2022-05-20 08:38:05
9307,2022-05-18 17:30:58
9308,2022-05-19 09:33:57
9309,2022-05-18 19:46:35
9310,2022-05-18 11:37:53
9311,2022-05-19 01:53:08
9312,2022-05-17 15:45:26
9313,2022-05-19 23:49:04
9314,2022-05-19 10:18:08
9315,2022-05-17 22:19:23
9316,2022-05-19 19:33:56
9317,2022-05-19 07:17:33
9318,2022-05-17 22:11:20
9319,2022-05-19 16:41:39
9320,2022-05-19 00:21:06
9321,2022-05-17 14:33:23
9322,2022-05-17 12:14:09
9323,2022-05-19 07:14:28
9324,2022-05-18 01:58:13
9325,2022-05-18 16:44:13
9326,2022-05-17 22:43:16
9327,2022-05-18 08:21:44
9328,2022-05-19 10:18:36
9329,2022-05-19 09:53:40
9330,2022-05-18 01:30:17
9331,2022-05-17 15:18:30
9332,2022-05-20 06:25:53
9333,2022-05-20 02:23:17
9334,2022-05-18 20:43:39
9335,2022-05-19 10:09:37
9336,2022-05-17 12:48:08
9337,2022-05-20 06:26:27
9338,2022-05-19 06:02:44
9339,2022-05-18 14:29:23
9340,2022-05-19 02:05:10
9341,2022-05-18 07:08:45
9342,2022-05-20 05:13:45
9343,2022-05-19 20:39:21
9344,2022-05-20 08:24:06
9345,2022-05-19 09:57:26
9346,2022-05-19 04:27:02
9347,2022-05-18 05:10:24
9348,2022-05-18 19:59:26
9349,2022-05-18 12:57:18
9350,2022-05-19 04:53:06
9351,2022-05-17 15:40:07
9352,2022-05-17 19:58:11
9353,2022-05-18 06:11:15
9354,2022-05-17 14:50:38
9355,2022-05-18 00:28:23
9356,2022-05-18 06:26:20
9357,2022-05-17 23:51:43
9358,2022-05-19 10:21:52
9359,2022-05-18 03:46:03
9360,2022-05-18 14:50:19
9361,2022-05-19 19:32:05
9362,2022-05-19 06:23:57
9363,2022-05-20 02:27:38
9364,2022-05-18 09:03:09
9365,2022-05-18 22:18:11
9366,2022-05-19 02:18:57
9367,2022-05-18 11:44:45
9368,2022-05-18 10:08:49
9369,2022-05-19 11:06:08
9370,2022-05-18 07:06:42
9371,2022-05-18 18:26:08
9372,2022-05-19 07:54:35
9373,2022-05-20 06:54:09
9374,2022-05-18 04:50:24
9375,2022-05-18 10:33:51
9376,2022-05-20 03:49:13
9377,2022-05-17 22:43:00
9378,2022-05-17 19:07:39
9379,2022-05-17 12:51:27
9380,2022-05-17 21:40:29
9381,2022-05-18 17:00:51
9382,2022-05-18 11:48:44
9383,2022-05-19 10:24:36
9384,2022-05-18 09:27:56
9385,2022-05-17 21:49:07
9386,2022-05-20 04:23:02
9387,2022-05-17 23:27:47
9388,2022-05-19 19:51:39
9389,2022-05-19 03:52:56
9390,2022-05-17 15:02:11
9391,2022-05-19 18:36:06
9392,2022-05-19 19:18:32
9393,2022-05-18 23:11:48
9394,2022-05-19 07:38:39
9395,2022-05-20 03:22:06
9396,2022-05-20 02:28:00
9397,2022-05-17 19:26:13
9398,2022-05-18 08:02:40
9399,2022-05-17 23:58:55
9400,2022-05-18 02:05:57
9401,2022-05-19 06:08:12
9402,2022-05-18 12:42:10
9403,2022-05-17 20:53:40
9404,2022-05-18 13:10:21
9405,2022-05-17 23:01:16
9406,2022-05-17 17:58:30
9407,2022-05-20 06:00:02
9408,2022-05-20 01:51:21
9409,2022-05-18 11:50:54
9410,2022-05-17 20:59:13
9411,2022-05-18 05:26:36
9412,2022-05-19 14:51:22
9413,2022-05-17 18:55:28
9414,2022-05-17 17:16:43
9415,2022-05-17 20:50:44
9416,2022-05-19 06:11:57
9417,2022-05-17 16:05:50
9418,2022-05-17 17:33:28
9419,2022-05-18 23:08:19
9420,2022-05-18 02:22:40
9421,2022-05-17 20:32:43
9422,2022-05-17 21:35:51
9423,2022-05-18 23:36:05
9424,2022-05-18 14:51:53
9425,2022-05-19 14:15:42
9426,2022-05-18 10:25:57
9427,2022-05-20 08:47:41
9428,2022-05-18 19:13:11
9429,2022-05-20 00:41:44
9430,2022-05-19 22:05:41
9431,2022-05-19 18:59:51
9432,2022-05-17 18:19:19
9433,2022-05-17 12:09:29
9434,2022-05-19 15:30:19
9435,2022-05-19 04:35:29
9436,2022-05-17 16:37:34
9437,2022-05-18 10:05:27
9438,2022-05-19 03:57:50
9439,2022-05-19 02:30:50
9440,2022-05-20 08:07:52
9441,2022-05-18 08:46:08
9442,2022-05-19 01:13:48
9443,2022-05-19 15:08:03
9444,2022-05-17 20:22:58
9445,2022-05-20 08:29:53
9446,2022-05-19 20:31:09
9447,2022-05-18 05:27:39
9448,2022-05-19 12:27:19
9449,2022-05-18 20:53:20
9450,2022-05-19 06:17:52
9451,2022-05-19 07:54:15
9452,2022-05-18 07:51:22
9453,2022-05-18 21:32:50
9454,2022-05-19 17:23:23
9455,2022-05-19 02:40:28
9456,2022-05-20 04:16:03
9457,2022-05-17 16:58:16
9458,2022-05-17 21:28:37
9459,2022-05-19 22:58:30
9460,2022-05-17 18:13:52
9461,2022-05-19 23:57:30
9462,2022-05-18 02:22:37
9463,2022-05-19 16:51:38
9464,2022-05-18 13:45:45
9465,2022-05-19 18:40:23
9466,2022-05-17 13:48:49
9467,2022-05-20 04:58:05
9468,2022-05-18 02:56:34
9469,2022-05-19 16:00:25
9470,2022-05-18 19:13:52
9471,2022-05-18 01:49:39
9472,2022-05-18 10:45:09
9473,2022-05-19 07:09:01
9474,2022-05-17 18:11:44
9475,2022-05-19 07:45:04
9476,2022-05-19 10:49:05
9477,2022-05-18 06:14:20
9478,2022-05-18 14:45:19
9479,2022-05-20 03:42:04
9480,2022-05-19 21:26:46
9481,2022-05-18 16:44:41
9482,2022-05-18 19:24:41
9483,2022-05-18 17:02:55
9484,2022-05-20 08:39:01
9485,2022-05-19 13:03:46
9486,2022-05-18 16:06:58
9487,2022-05-17 13:13:45
9488,2022-05-19 21:03:54
9489,2022-05-18 22:22:00
9490,2022-05-18 18:00:58
9491,2022-05-18 00:22:41
9492,2022-05-18 14:31:37
9493,2022-05-20 02:27:00
9494,2022-05-20 01:40:19
9495,2022-05-19 06:30:05
9496,2022-05-19 11:18:20
9497,2022-05-17 22:08:00
9498,2022-05-18 01:06:46
9499,2022-05-18 17:51:31
9500,2022-05-18 20:10:16
9501,2022-05-18 21:10:52
9502,2022-05-18 00:27:45
9503,2022-05-18 07:41:06
9504,2022-05-17 16:42:15
9505,2022-05-18 02:15:04
9506,2022-05-18 11:32:28
9507,2022-05-19 22:39:54
9508,2022-05-17 16:23:35
9509,2022-05-19 16:30:01
9510,2022-05-18 10:10:41
9511,2022-05-17 23:06:05
9512,2022-05-20 02:33:06
9513,2022-05-19 12:46:36
9514,2022-05-20 08:00:20
9515,2022-05-17 18:19:31
9516,2022-05-18 08:29:46
9517,2022-05-17 19:38:33
9518,2022-05-18 22:20:31
9519,2022-05-18 15:50:51
9520,2022-05-19 16:21:31
9521,2022-05-19 00:29:10
9522,2022-05-19 12:23:14
9523,2022-05-17 23:33:01
9524,2022-05-18 03:11:26
9525,2022-05-18 02:56:37
9526,2022-05-19 16:35:25
9527,2022-05-19 03:58:45
9528,2022-05-19 08:18:43
9529,2022-05-20 03:36:08
9530,2022-05-18 23:24:26
9531,2022-05-18 16:28:30
9532,2022-05-18 10:55:24
9533,2022-05-20 06:20:34
9534,2022-05-19 12:54:48
9535,2022-05-19 02:06:25
9536,2022-05-19 16:43:27
9537,2022-05-18 11:47:49
9538,2022-05-18 09:59:44
9539,2022-05-19 19:58:36
9540,2022-05-18 20:45:22
9541,2022-05-19 09:06:11
9542,2022-05-19 01:21:10
9543,2022-05-17 16:48:10
9544,2022-05-18 07:56:30
9545,2022-05-19 19:55:51
9546,2022-05-19 12:30:52
9547,2022-05-19 10:43:25
9548,2022-05-17 14:02:14
9549,2022-05-19 12:10:52
9550,2022-05-19 13:57:50
9551,2022-05-19 02:04:02
9552,2022-05-18 21:52:31
9553,2022-05-18 11:38:14
9554,2022-05-20 07:04:22
9555,2022-05-18 11:26:29
9556,2022-05-18 10:30:50
9557,2022-05-19 03:38:51
9558,2022-05-17 23:26:19
9559,2022-05-18 08:36:22
9560,2022-05-19 11:09:39
9561,2022-05-19 07:46:06
9562,2022-05-19 15:18:46
9563,2022-05-20 05:03:14
9564,2022-05-17 14:05:18
9565,2022-05-19 00:12:40
9566,2022-05-18 19:18:30
9567,2022-05-18 07:34:18
9568,2022-05-18 04:01:50
9569,2022-05-18 23:34:44
9570,2022-05-19 14:16:43
9571,2022-05-20 03:06:55
9572,2022-05-18 01:42:18
9573,2022-05-19 17:23:59
9574,2022-05-18 12:26:11
9575,2022-05-17 19:50:44
9576,2022-05-17 20:42:46
9577,2022-05-19 08:54:38
9578,2022-05-19 16:19:51
9579,2022-05-19 07:27:06
9580,2022-05-18 00:53:41
9581,2022-05-20 04:52:30
9582,2022-05-19 16:03:34
9583,2022-05-18 05:52:52
9584,2022-05-17 15:29:57
9585,2022-05-18 18:38:23
9586,2022-05-18 19:59:18
9587,2022-05-20 06:29:14
9588,2022-05-20 03:29:41
9589,2022-05-20 01:13:15
9590,2022-05-19 11:54:22
9591,2022-05-18 11:23:25
9592,2022-05-18 03:13:14
9593,2022-05-18 03:08:15
9594,2022-05-18 08:42:50
9595,2022-05-17 15:59:32
9596,2022-05-17 20:23:59
9597,2022-05-18 06:57:27
9598,2022-05-19 02:50:29
9599,2022-05-19 19:08:09
9600,2022-05-19 12:19:02
9601,2022-05-19 03:11:19
9602,2022-05-20 06:14:01
9603,2022-05-18 22:52:16
9604,2022-05-18 02:14:10
9605,2022-05-19 22:31:22
9606,2022-05-18 01:56:38
9607,2022-05-17 18:00:57
9608,2022-05-19 07:14:37
9609,2022-05-17 17:51:22
9610,2022-05-18 08:49:13
9611,2022-05-18 13:05:18
9612,2022-05-18 03:36:14
9613,2022-05-19 19:01:51
9614,2022-05-18 11:31:58
9615,2022-05-18 19:53:01
9616,2022-05-19 20:03:18
9617,2022-05-18 13:05:09
9618,2022-05-18 05:53:38
9619,2022-05-19 21:16:42
9620,2022-05-17 17:04:49
9621,2022-05-18 20:48:26
9622,2022-05-17 23:20:18
9623,2022-05-18 08:48:15
9624,2022-05-18 13:25:11
9625,2022-05-17 16:17:33
9626,2022-05-18 13:49:42
9627,2022-05-19 14:39:40
9628,2022-05-18 02:29:18
9629,2022-05-18 01:19:01
9630,2022-05-18 21:10:06
9631,2022-05-17 17:43:37
9632,2022-05-18 23:55:33
9633,2022-05-19 06:37:59
9634,2022-05-17 14:22:42
9635,2022-05-17 14:22:14
9636,2022-05-19 06:18:12
9637,2022-05-19 00:41:10
9638,2022-05-19 01:23:23
9639,2022-05-18 16:37:50
9640,2022-05-17 13:22:21
9641,2022-05-18 04:35:36
9642,2022-05-17 19:54:15
9643,2022-05-17 15:38:41
9644,2022-05-20 04:32:36
9645,2022-05-17 13:16:15
9646,2022-05-20 02:45:48
9647,2022-05-19 17:41:08
9648,2022-05-19 07:41:22
9649,2022-05-18 10:43:45
9650,2022-05-17 16:11:22
9651,2022-05-18 02:04:01
9652,2022-05-17 19:05:17
9653,2022-05-17 16:35:02
9654,2022-05-19 05:26:44
9655,2022-05-20 03:06:27
9656,2022-05-17 12:05:53
9657,2022-05-18 09:24:37
9658,2022-05-18 10:15:37
9659,2022-05-19 08:25:59
9660,2022-05-19 16:38:26
9661,2022-05-19 12:21:16
9662,2022-05-19 03:13:18
9663,2022-05-18 07:35:17
9664,2022-05-19 05:48:54
9665,2022-05-20 07:47:01
9666,2022-05-19 16:03:23
9667,2022-05-18 04:47:51
9668,2022-05-19 01:42:08
9669,2022-05-18 18:36:11
9670,2022-05-19 06:50:44
9671,2022-05-18 13:50:26
9672,2022-05-20 08:24:41
9673,2022-05-19 19:21:20
9674,2022-05-20 05:41:41
9675,2022-05-18 18:15:13
9676,2022-05-19 13:49:30
9677,2022-05-19 16:28:05
9678,2022-05-18 10:32:31
9679,2022-05-20 06:20:49
9680,2022-05-19 01:46:47
9681,2022-05-18 20:56:43
9682,2022-05-19 11:03:29
9683,2022-05-18 15:44:42
9684,2022-05-19 04:13:54
9685,2022-05-19 20:17:24
9686,2022-05-17 23:28:26
9687,2022-05-19 03:02:20
9688,2022-05-18 20:33:41
9689,2022-05-18 08:12:51
9690,2022-05-17 15:07:36
9691,2022-05-18 20:27:57
9692,2022-05-19 01:12:46
9693,2022-05-19 00:53:13
9694,2022-05-20 05:07:45
9695,2022-05-20 01:05:25
9696,2022-05-17 22:19:28
9697,2022-05-18 22:21:38
9698,2022-05-19 21:20:18
9699,2022-05-17 13:12:53
9700,2022-05-20 08:58:01
9701,2022-05-19 06:14:16
9702,2022-05-19 20:21:55
9703,2022-05-18 06:51:57
9704,2022-05-19 17:52:59
9705,2022-05-18 21:48:45
9706,2022-05-18 08:11:34
9707,2022-05-19 14:17:01
9708,2022-05-18 17:52:08
9709,2022-05-17 23:57:06
9710,2022-05-19 01:43:54
9711,2022-05-18 03:38:22
9712,2022-05-19 01:13:32
9713,2022-05-18 07:11:48
9714,2022-05-17 23:35:03
9715,2022-05-20 01:36:57
9716,2022-05-18 01:32:30
9717,2022-05-18 19:12:33
9718,2022-05-19 13:55:51
9719,2022-05-18 06:23:25
9720,2022-05-19 15:07:56
9721,2022-05-18 14:28:35
9722,2022-05-19 16:37:55
9723,2022-05-20 07:26:25
9724,2022-05-19 23:53:32
9725,2022-05-20 07:34:30
9726,2022-05-19 08:25:25
9727,2022-05-20 08:22:30
9728,2022-05-18 18:05:41
9729,2022-05-17 21:59:14
9730,2022-05-17 22:56:08
9731,2022-05-20 08:27:48
9732,2022-05-18 01:42:47
9733,2022-05-18 08:59:06
9734,2022-05-20 04:48:13
9735,2022-05-19 08:22:28
9736,2022-05-19 10:00:44
9737,2022-05-19 20:04:13
9738,2022-05-18 06:11:11
9739,2022-05-17 17:19:31
9740,2022-05-18 00:03:46
9741,2022-05-19 20:19:23
9742,2022-05-18 00:56:56
9743,2022-05-20 01:11:31
9744,2022-05-20 08:23:33
9745,2022-05-19 06:06:20
9746,2022-05-19 00:56:50
9747,2022-05-19 15:23:08
9748,2022-05-18 17:29:36
9749,2022-05-18 23:34:06
9750,2022-05-19 07:41:06
9751,2022-05-19 05:30:22
9752,2022-05-19 10:17:20
9753,2022-05-19 07:27:52
9754,2022-05-18 09:50:42
9755,2022-05-18 06:58:57
9756,2022-05-17 12:02:27
9757,2022-05-17 19:39:16
9758,2022-05-19 18:39:04
9759,2022-05-19 04:20:31
9760,2022-05-19 14:30:28
9761,2022-05-20 05:50:36
